font_size,is_bold,is_italic,alignment,indent_left,indent_first_line,space_before,space_after,line_spacing,is_all_caps,starts_with_number,word_count,position_ratio_in_doc,style_name_hash,has_image,is_table_element,label
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,5,0.4145,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,10,0.4211,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.4276,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,6,0.4342,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,6,0.4408,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,4,0.4474,1,0,0,2
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.4539,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,97,0.4605,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,85,0.4671,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,41,0.4737,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,73,0.4803,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,43,0.4868,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.4934,9,0,1,5
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,0.5,5,0,0,7
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,6,0.5066,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.5132,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,103,0.5197,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,93,0.5263,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,54,0.5329,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,55,0.5395,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.5461,9,0,1,5
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,0.5526,5,0,0,7
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,6,0.5592,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.5658,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,83,0.5724,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,56,0.5789,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,45,0.5855,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,82,0.5921,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,41,0.5987,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,78,0.6053,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.6118,9,0,1,5
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,0.6184,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,4,0.625,1,0,0,2
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.6316,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,67,0.6382,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,43,0.6447,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,50,0.6513,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,85,0.6579,0,0,0,4
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,6,0.6645,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.6711,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,39,0.6776,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,32,0.6842,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,81,0.6908,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,71,0.6974,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.7039,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,59,0.7105,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,80,0.7171,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,87,0.7237,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,57,0.7303,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,7,0.7368,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,9,0.7434,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,9,0.75,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.7566,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,6,0.7632,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,4,0.7697,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,90,0.7763,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,101,0.7829,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,67,0.7895,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,97,0.7961,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,91,0.8026,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,60,0.8092,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,4,0.8158,1,0,0,2
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,5,0.8224,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,77,0.8289,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,35,0.8355,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,43,0.8421,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.8487,9,0,1,5
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,0.8553,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.8618,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,41,0.8684,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,29,0.875,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,61,0.8816,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,89,0.8882,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,86,0.8947,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,29,0.9013,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.9079,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,90,0.9145,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,94,0.9211,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,46,0.9276,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,85,0.9342,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,63,0.9408,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,85,0.9474,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,1,0.9539,1,0,0,4
10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.9605,0,0,0,8
10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.9671,0,0,0,8
10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,10,0.9737,0,0,0,8
10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.9803,0,0,0,8
10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.9868,0,0,0,8
10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,10,0.9934,0,0,0,8
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,5,0.0,4,0,0,4
13.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,3,0.0074,0,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,4,0.0147,1,0,0,2
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.0221,2,0,0,9
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,50,0.0294,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,61,0.0368,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,42,0.0441,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,70,0.0515,0,0,0,4
12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,90,0.0588,0,0,0,4
10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,0.0662,5,0,0,7
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,7,0.0735,6,0,0,9
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,10,0.0809,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,10,0.0882,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,9,0.0956,6,0,0,4
11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,6,0.1029,6,0,0,9
